Number,Short Description,Process,System,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed
ERR-2025-08268,Wrong remittance information causing invoice matching failure,SEPA Payment,STP CAT,People,Kevin Hart,Closed,High,High,Medium,Monday,2025-12-29T01:37:39.000000,2025-12-29T02:27:39.000000,2025-12-29T06:03:28.488889,2025-12-29T06:21:28.488889
ERR-2025-08269,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,People,Jackie Chan,Closed,Critical,High,High,Wednesday,2025-12-17T14:51:44.000000,2025-12-17T15:02:44.000000,2025-12-17T16:15:15.769947,2025-12-17T17:32:15.769947
ERR-2025-08270,Wrong account debited for basic payment instruction,Basic Payment,STP CAT,People,Kevin Hart,Closed,Medium,Medium,Medium,Thursday,2025-12-18T17:41:33.000000,2025-12-18T18:42:33.000000,2025-12-19T16:12:35.486322,2025-12-19T17:25:35.486322
ERR-2025-08271,Incorrect amount entered - customer overcharged,Basic Payment,STP CAT,People,Mark,New,Low,Low,Low,Friday,2025-12-12T15:56:23.000000,,,
ERR-2025-08272,Domestic transfer sent to dormant account - return not monitored,Domestic Payment,STP CAT,People,Jackie Chan,Closed,High,High,Low,Wednesday,2025-12-17T16:44:22.000000,2025-12-17T18:06:22.000000,2025-12-17T20:49:20.311698,2025-12-17T22:19:20.311698
ERR-2025-08273,Payment posted to wrong GL account - reconciliation discrepancy,Basic Payment,STP CAT,People,The Rock,Closed,High,High,Medium,Wednesday,2025-12-10T12:46:50.000000,2025-12-10T13:55:50.000000,2025-12-10T17:54:26.852120,2025-12-10T19:16:26.852120
ERR-2025-08274,Payment in Process X actioned by unauthorised operator,Proces X,SOLEMOS,People,Jackie Chan,Closed,High,High,High,Saturday,2025-12-27T16:30:05.000000,2025-12-27T17:56:05.000000,2025-12-27T23:15:48.786925,2025-12-28T00:08:48.786925
ERR-2025-08275,Wrong remittance information causing invoice matching failure,SEPA Payment,STP CAT,People,Jackie Chan,Closed,High,High,High,Wednesday,2025-12-03T15:39:03.000000,2025-12-03T16:19:03.000000,2025-12-03T21:24:26.957355,2025-12-03T21:53:26.957355
ERR-2025-08276,Incorrect rate override entered manually by operator,Money Rates,SOLEMOS,People,Scarlett Johansson,Closed,Medium,Medium,Medium,Friday,2025-12-19T10:39:43.000000,2025-12-19T11:52:43.000000,2025-12-19T18:48:33.527965,2025-12-19T20:09:33.527965
ERR-2025-08277,Transaction limit breach not flagged during processing,Basic Payment,STP CAT,People,Dwayne Johnson,Closed,Medium,Low,Low,Friday,2025-12-19T14:54:46.000000,2025-12-19T15:34:46.000000,2025-12-20T06:25:07.015409,2025-12-20T06:43:07.015409
ERR-2025-08278,Process X item approved without verifying beneficiary details,Proces X,SOLEMOS,People,Dwayne Johnson,Closed,Medium,Medium,Medium,Wednesday,2025-12-03T16:02:37.000000,2025-12-03T16:46:37.000000,2025-12-04T15:08:18.017280,2025-12-04T15:42:18.017280
ERR-2025-08279,Payment sent without required second authorisation,Domestic Payment,STP CAT,People,Dwayne Johnson,Closed,High,High,Medium,Thursday,2025-12-18T11:49:19.000000,2025-12-18T12:54:19.000000,2025-12-18T18:24:56.998693,2025-12-18T19:39:56.998693
ERR-2025-08280,Wrong account debited for basic payment instruction,Basic Payment,STP CAT,People,Scarlett Johansson,Closed,Medium,Medium,Medium,Tuesday,2025-12-23T14:02:09.000000,2025-12-23T14:54:09.000000,2025-12-24T11:11:57.557589,2025-12-24T11:52:57.557589
ERR-2025-08281,Basic payment processed on wrong value date,Basic Payment,STP CAT,People,The Rock,Closed,Medium,Low,Low,Tuesday,2025-12-09T14:38:15.000000,2025-12-09T14:48:15.000000,2025-12-10T10:02:06.366152,2025-12-10T10:37:06.366152
ERR-2025-08282,Domestic transfer sent to dormant account - return not monitored,Domestic Payment,STP CAT,People,Jackie Chan,In Progress,High,High,High,Thursday,2025-12-11T15:50:14.000000,2025-12-11T16:22:14.000000,,
ERR-2025-08283,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Money Rates,SOLEMOS,People,Scarlett Johansson,Closed,Critical,High,High,Tuesday,2025-12-02T14:14:24.000000,2025-12-02T14:47:24.000000,2025-12-02T16:21:42.269861,2025-12-02T17:24:42.269861
ERR-2025-08284,Manual override applied in Process X without supervisor sign-off,Proces X,SOLEMOS,People,Mark,Closed,Critical,High,High,Wednesday,2025-12-24T10:20:11.000000,2025-12-24T11:48:11.000000,2025-12-24T13:40:54.555036,2025-12-24T14:04:54.555036
ERR-2025-08285,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,STP CAT,People,Mark,Closed,Medium,Medium,Medium,Tuesday,2025-12-16T22:22:13.000000,2025-12-16T23:37:13.000000,2025-12-17T14:22:12.669103,2025-12-17T15:48:12.669103
ERR-2025-08286,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,People,Jackie Chan,Closed,Medium,Medium,Medium,Tuesday,2025-12-23T21:35:31.000000,2025-12-23T22:36:31.000000,2025-12-24T21:49:20.414994,2025-12-24T22:58:20.414994
ERR-2025-08287,Cross-rate calculation error not caught before payment dispatch,Money Rates,SOLEMOS,People,Jackie Chan,Closed,High,Medium,High,Thursday,2025-12-18T09:16:28.000000,2025-12-18T09:36:28.000000,2025-12-18T14:26:31.621287,2025-12-18T15:29:31.621287
ERR-2025-08288,Wrong sort code entered - domestic payment routed to wrong bank,Domestic Payment,STP CAT,People,Dwayne Johnson,Closed,Critical,High,High,Thursday,2025-12-25T11:50:11.000000,2025-12-25T12:23:11.000000,2025-12-25T14:08:55.820802,2025-12-25T15:12:55.820802
ERR-2025-08289,Payment sent without required second authorisation,Domestic Payment,STP CAT,People,Dwayne Johnson,Closed,Medium,Low,Medium,Tuesday,2025-12-23T13:40:22.000000,2025-12-23T14:12:22.000000,2025-12-23T22:54:48.274195,2025-12-23T23:37:48.274195
ERR-2025-08290,Process X item duplicated after system timeout during save,Proces X,SOLEMOS,People,The Rock,Closed,Medium,Low,Low,Thursday,2025-12-25T08:02:50.000000,2025-12-25T08:54:50.000000,2025-12-25T18:55:00.106601,2025-12-25T19:18:00.106601
ERR-2025-08291,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,People,Mark,Closed,Medium,Medium,Low,Thursday,2025-12-25T12:57:47.000000,2025-12-25T13:12:47.000000,2025-12-26T10:00:16.876445,2025-12-26T11:26:16.876445
ERR-2025-08292,Payment in Process X actioned by unauthorised operator,Proces X,SOLEMOS,People,Jackie Chan,Closed,Low,Low,Low,Tuesday,2025-12-30T17:42:12.000000,2025-12-30T18:49:12.000000,2026-01-01T11:03:55.474227,2026-01-01T12:31:55.474227
ERR-2025-08293,Batch domestic file contained incorrect beneficiary account details,Domestic Payment,STP CAT,People,The Rock,Closed,Medium,Medium,Low,Wednesday,2025-12-17T04:16:54.000000,2025-12-17T05:16:54.000000,2025-12-17T19:59:57.802328,2025-12-17T21:10:57.802328
ERR-2025-08294,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,People,The Rock,Closed,Medium,Medium,Medium,Tuesday,2025-12-23T09:53:29.000000,2025-12-23T11:17:29.000000,2025-12-24T00:04:45.510397,2025-12-24T01:32:45.510397
ERR-2025-08295,SEPA file submitted with incorrect execution date,SEPA Payment,STP CAT,People,Scarlett Johansson,Closed,Medium,Medium,Low,Wednesday,2025-12-10T11:45:28.000000,2025-12-10T13:09:28.000000,2025-12-11T00:41:07.464707,2025-12-11T01:02:07.464707
ERR-2025-08296,Operator amended wrong field in Process X - further error introduced,Proces X,SOLEMOS,People,Mark,Closed,Medium,Medium,Medium,Monday,2025-12-01T13:25:05.000000,2025-12-01T14:16:05.000000,2025-12-02T10:12:41.719007,2025-12-02T11:37:41.719007
ERR-2025-08297,Domestic payment submitted twice - duplicate detected post-settlement,Domestic Payment,STP CAT,People,The Rock,Closed,Critical,High,High,Friday,2025-12-12T23:05:02.000000,2025-12-12T23:27:02.000000,2025-12-13T00:36:00.241624,2025-12-13T01:39:00.241624
ERR-2025-08298,Incorrect rate override entered manually by operator,Money Rates,SOLEMOS,People,Kevin Hart,Closed,High,High,High,Wednesday,2025-12-17T11:04:24.000000,2025-12-17T12:28:24.000000,2025-12-17T16:19:49.693380,2025-12-17T16:59:49.693380
ERR-2025-08299,Process X SLA breached - payment delayed beyond agreed window,Proces X,SOLEMOS,People,Kevin Hart,Closed,Critical,High,Medium,Tuesday,2025-12-02T14:19:48.000000,2025-12-02T14:35:48.000000,2025-12-02T16:31:21.372809,2025-12-02T17:23:21.372809
ERR-2025-08300,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Money Rates,SOLEMOS,People,Scarlett Johansson,In Progress,Critical,High,High,Wednesday,2025-12-31T18:02:13.000000,2025-12-31T18:22:13.000000,,
ERR-2025-08301,Basic payment keyed with transposed digits in account number,Basic Payment,STP CAT,People,Dwayne Johnson,Closed,High,Medium,High,Thursday,2025-12-25T12:40:21.000000,2025-12-25T12:54:21.000000,2025-12-25T18:26:22.985490,2025-12-25T19:54:22.985490
ERR-2025-08302,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,People,Scarlett Johansson,Closed,High,Medium,High,Friday,2025-12-26T08:42:04.000000,2025-12-26T09:05:04.000000,2025-12-26T11:41:00.532176,2025-12-26T13:11:00.532176
ERR-2025-08303,Incorrect amount corrected to wrong value during manual review,Proces X,STP CAT,People,Dwayne Johnson,Closed,High,High,High,Thursday,2025-12-04T05:53:45.000000,2025-12-04T06:25:45.000000,2025-12-04T11:21:47.058097,2025-12-04T12:07:47.058097
ERR-2025-08304,Wrong remittance information causing invoice matching failure,SEPA Payment,Stargate,People,The Rock,Closed,Critical,High,High,Monday,2025-12-22T12:15:11.000000,2025-12-22T13:43:11.000000,2025-12-22T14:52:53.742180,2025-12-22T15:28:53.742180
ERR-2025-08305,Payment in Process X actioned by unauthorised operator,Proces X,SOLEMOS,People,Scarlett Johansson,Closed,Medium,Medium,Medium,Friday,2025-12-26T19:04:03.000000,2025-12-26T19:40:03.000000,2025-12-27T06:58:23.587930,2025-12-27T08:12:23.587930
ERR-2025-08306,Payment sent without required second authorisation,Domestic Payment,STP CAT,People,Jackie Chan,Closed,High,High,High,Friday,2025-12-26T18:11:33.000000,2025-12-26T19:04:33.000000,2025-12-27T00:45:16.248915,2025-12-27T01:29:16.248915
ERR-2025-08307,Incorrect amount entered - customer overcharged,Basic Payment,STP CAT,People,Jackie Chan,On Hold,Medium,Medium,Low,Monday,2025-12-08T18:41:22.000000,,,
ERR-2025-08308,Incorrect rate override entered manually by operator,Money Rates,SOLEMOS,People,Kevin Hart,Closed,High,High,Medium,Friday,2025-12-19T14:29:27.000000,2025-12-19T15:19:27.000000,2025-12-19T19:04:18.199632,2025-12-19T19:58:18.199632
ERR-2025-08309,Process X item closed without resolution - payment lost in queue,Proces X,SOLEMOS,People,Mark,Closed,Medium,Low,Medium,Thursday,2025-12-11T13:09:37.000000,2025-12-11T13:54:37.000000,2025-12-12T03:43:19.704231,2025-12-12T04:57:19.704231
ERR-2025-08310,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,People,Dwayne Johnson,Closed,Critical,High,High,Tuesday,2025-12-30T03:49:21.000000,2025-12-30T04:41:21.000000,2025-12-30T07:38:48.532008,2025-12-30T08:26:48.532008
ERR-2025-08311,Process X item approved without verifying beneficiary details,Proces X,SOLEMOS,People,Jackie Chan,Closed,Medium,Medium,Medium,Wednesday,2025-12-31T17:44:57.000000,2025-12-31T19:00:57.000000,2026-01-01T15:30:45.199146,2026-01-01T16:08:45.199146
ERR-2025-08312,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,People,Kevin Hart,Closed,High,Medium,High,Friday,2025-12-12T12:57:50.000000,2025-12-12T14:09:50.000000,2025-12-12T16:54:50.213190,2025-12-12T18:04:50.213190
ERR-2025-08313,Payment posted to wrong GL account - reconciliation discrepancy,Basic Payment,STP CAT,People,The Rock,Closed,Medium,Medium,Low,Tuesday,2025-12-23T12:13:26.000000,2025-12-23T12:57:26.000000,2025-12-24T12:07:59.056359,2025-12-24T13:12:59.056359
ERR-2025-08314,Wrong account debited for basic payment instruction,Basic Payment,STP CAT,People,Kevin Hart,Closed,High,High,High,Thursday,2025-12-11T16:24:26.000000,2025-12-11T17:21:26.000000,2025-12-11T21:30:26.600547,2025-12-11T22:34:26.600547
ERR-2025-08315,Incorrect amount entered - customer overcharged,Basic Payment,STP CAT,People,Scarlett Johansson,Closed,Medium,Medium,Low,Monday,2025-12-29T19:41:42.000000,2025-12-29T20:14:42.000000,2025-12-30T05:58:22.268918,2025-12-30T06:15:22.268918
ERR-2025-08316,Process X SLA breached - payment delayed beyond agreed window,Proces X,SOLEMOS,People,Dwayne Johnson,New,Medium,Medium,Medium,Thursday,2025-12-25T14:51:38.000000,,,
ERR-2025-08317,Payment released from Process X to wrong processing queue,Proces X,SOLEMOS,People,Scarlett Johansson,Closed,Low,Low,Low,Wednesday,2025-12-03T11:56:43.000000,2025-12-03T12:24:43.000000,2025-12-04T08:40:36.468785,2025-12-04T09:34:36.468785
ERR-2025-08318,Wrong payment date configured - standing order triggered early,Domestic Payment,STP CAT,People,Scarlett Johansson,Closed,Low,Low,Low,Tuesday,2025-12-30T07:39:17.000000,2025-12-30T09:08:17.000000,2025-12-31T15:49:23.411689,2025-12-31T16:33:23.411689
ERR-2025-08319,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,People,The Rock,Closed,Medium,Medium,Medium,Tuesday,2025-12-23T14:28:11.000000,2025-12-23T15:55:11.000000,2025-12-23T22:42:53.066635,2025-12-23T23:22:53.066635
ERR-2025-08320,Operator amended wrong field in Process X - further error introduced,Proces X,SOLEMOS,People,Kevin Hart,Closed,High,Medium,High,Monday,2025-12-22T13:53:02.000000,2025-12-22T14:35:02.000000,2025-12-22T17:47:18.649532,2025-12-22T19:09:18.649532
ERR-2025-08321,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,People,Kevin Hart,Closed,Medium,Medium,Medium,Tuesday,2025-12-02T05:29:36.000000,2025-12-02T06:02:36.000000,2025-12-02T21:03:56.825333,2025-12-02T21:28:56.825333
ERR-2025-08322,Incorrect payee reference causing failure to match invoice,Domestic Payment,STP CAT,People,Jackie Chan,Closed,Medium,Low,Medium,Tuesday,2025-12-02T11:39:21.000000,2025-12-02T12:50:21.000000,2025-12-03T09:22:42.295956,2025-12-03T09:56:42.295956
ERR-2025-08323,Payment in Process X actioned by unauthorised operator,Proces X,SOLEMOS,People,The Rock,Closed,Medium,Medium,Medium,Tuesday,2025-12-30T12:55:54.000000,2025-12-30T13:56:54.000000,2025-12-31T09:33:02.147229,2025-12-31T10:32:02.147229
ERR-2025-08324,Manual override applied in Process X without supervisor sign-off,Proces X,SOLEMOS,People,Kevin Hart,Closed,Low,Low,Low,Friday,2025-12-05T09:32:23.000000,2025-12-05T10:35:23.000000,2025-12-06T22:22:37.772892,2025-12-06T22:59:37.772892
ERR-2025-08325,Transaction limit breach not flagged during processing,Basic Payment,STP CAT,People,Mark,Closed,High,High,High,Monday,2025-12-08T14:07:24.000000,2025-12-08T15:30:24.000000,2025-12-08T20:38:07.773296,2025-12-08T21:07:07.773296
ERR-2025-08326,Process X item released without required dual authorisation,Proces X,SOLEMOS,People,Kevin Hart,Closed,Medium,Medium,Medium,Friday,2025-12-05T08:35:42.000000,2025-12-05T08:45:42.000000,2025-12-06T04:23:24.280135,2025-12-06T05:17:24.280135
ERR-2025-08327,Payment posted to wrong GL account - reconciliation discrepancy,Basic Payment,STP CAT,People,Jackie Chan,Closed,High,High,High,Wednesday,2025-12-24T16:03:34.000000,2025-12-24T17:27:34.000000,2025-12-24T21:05:41.574198,2025-12-24T21:41:41.574198
ERR-2025-08328,Process X item released without required dual authorisation,Proces X,SOLEMOS,People,The Rock,Closed,High,High,Medium,Wednesday,2025-12-24T15:43:19.000000,2025-12-24T16:38:19.000000,2025-12-24T22:17:04.426107,2025-12-24T22:48:04.426107
ERR-2025-08329,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,People,Scarlett Johansson,Closed,High,Medium,High,Monday,2025-12-01T11:10:47.000000,2025-12-01T12:22:47.000000,2025-12-01T15:10:46.006528,2025-12-01T16:09:46.006528
ERR-2025-08330,Transaction limit breach not flagged during processing,Basic Payment,STP CAT,People,Mark,Closed,Critical,High,High,Monday,2025-12-01T12:48:24.000000,2025-12-01T13:17:24.000000,2025-12-01T15:44:04.634023,2025-12-01T16:09:04.634023
ERR-2025-08331,Wrong FX rate applied to customer transaction - financial loss,Money Rates,SOLEMOS,People,Kevin Hart,Closed,High,High,Medium,Monday,2025-12-22T10:59:11.000000,2025-12-22T11:47:11.000000,2025-12-22T17:40:59.203953,2025-12-22T18:42:59.203953
ERR-2025-08332,Incorrect amount corrected to wrong value during manual review,Proces X,SOLEMOS,People,Mark,Closed,Critical,High,High,Wednesday,2025-12-31T16:38:44.000000,2025-12-31T17:06:44.000000,2025-12-31T19:55:51.272453,2025-12-31T20:36:51.272453
ERR-2025-08333,Manual override applied in Process X without supervisor sign-off,Proces X,STP CAT,People,The Rock,New,Low,Low,Low,Tuesday,2025-12-23T09:22:38.000000,,,
ERR-2025-08334,Payment submitted without required compliance pre-approval,International Transfer,Stargate,People,Dwayne Johnson,Closed,Critical,Medium,High,Friday,2025-12-12T14:34:10.000000,2025-12-12T15:51:10.000000,2025-12-12T18:01:25.495844,2025-12-12T18:57:25.495844
ERR-2025-08335,Payment released from Process X to wrong processing queue,Proces X,SOLEMOS,People,Mark,Closed,Medium,Low,Medium,Sunday,2025-12-07T12:39:33.000000,2025-12-07T13:28:33.000000,2025-12-07T20:20:09.516895,2025-12-07T20:53:09.516895
ERR-2025-08336,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,People,The Rock,New,Medium,Medium,Medium,Saturday,2025-12-06T11:46:41.000000,,,
ERR-2025-08337,Manual override applied in Process X without supervisor sign-off,Proces X,SOLEMOS,People,Jackie Chan,Closed,Low,Low,Low,Wednesday,2025-12-17T09:35:43.000000,2025-12-17T09:51:43.000000,2025-12-18T07:24:17.844209,2025-12-18T08:04:17.844209
ERR-2025-08338,Process X SLA breached - payment delayed beyond agreed window,Proces X,STP CAT,People,Jackie Chan,Closed,Medium,Low,Medium,Thursday,2025-12-18T09:06:13.000000,2025-12-18T09:57:13.000000,2025-12-19T09:09:49.370554,2025-12-19T09:59:49.370554
ERR-2025-08339,Wrong account debited for basic payment instruction,Basic Payment,STP CAT,People,Jackie Chan,Closed,High,Medium,High,Wednesday,2025-12-31T18:56:18.000000,2025-12-31T19:32:18.000000,2026-01-01T01:13:10.353185,2026-01-01T02:43:10.353185
ERR-2025-08340,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,People,Kevin Hart,Closed,Medium,Medium,Medium,Wednesday,2025-12-31T17:13:57.000000,2025-12-31T17:32:57.000000,2026-01-01T02:46:57.229257,2026-01-01T03:30:57.229257
ERR-2025-08341,Wrong IBAN updated during manual correction in Process X,Proces X,SOLEMOS,People,Mark,Closed,Critical,High,Medium,Wednesday,2025-12-24T08:19:20.000000,2025-12-24T08:36:20.000000,2025-12-24T11:27:31.394902,2025-12-24T12:51:31.394902
ERR-2025-08342,Payment in Process X actioned by unauthorised operator,Proces X,STP CAT,People,Mark,Closed,Medium,Low,Medium,Tuesday,2025-12-30T16:00:50.000000,2025-12-30T17:27:50.000000,2025-12-31T02:07:53.672083,2025-12-31T02:36:53.672083
ERR-2025-08343,Process X SLA breached - payment delayed beyond agreed window,Proces X,SOLEMOS,People,Kevin Hart,Closed,High,High,Medium,Wednesday,2025-12-10T14:26:15.000000,2025-12-10T14:49:15.000000,2025-12-10T19:35:50.563157,2025-12-10T19:50:50.563157
ERR-2025-08344,FX hedge rate misapplied to wrong transaction batch,Money Rates,SOLEMOS,People,Jackie Chan,Closed,High,High,High,Friday,2025-12-05T08:04:48.000000,2025-12-05T08:49:48.000000,2025-12-05T13:11:40.270339,2025-12-05T13:34:40.270339
ERR-2025-08345,Duplicate SEPA batch uploaded - double payments issued to beneficiaries,SEPA Payment,Stargate,People,The Rock,Closed,High,High,High,Wednesday,2025-12-31T08:05:23.000000,2025-12-31T09:14:23.000000,2025-12-31T12:33:45.997368,2025-12-31T13:04:45.997368
ERR-2025-08346,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,People,Mark,Closed,Low,Low,Low,Thursday,2025-12-25T02:40:33.000000,2025-12-25T03:56:33.000000,2025-12-26T02:59:07.135294,2025-12-26T03:24:07.135294
ERR-2025-08347,Payment in Process X actioned by unauthorised operator,Proces X,STP CAT,People,Dwayne Johnson,Closed,High,High,High,Thursday,2025-12-04T10:37:26.000000,2025-12-04T11:29:26.000000,2025-12-04T17:24:51.011946,2025-12-04T18:36:51.011946
ERR-2025-08348,Manual override applied in Process X without supervisor sign-off,Proces X,SOLEMOS,People,Scarlett Johansson,Closed,Medium,Low,Medium,Monday,2025-12-01T19:53:03.000000,2025-12-01T20:23:03.000000,2025-12-02T09:53:15.493523,2025-12-02T10:11:15.493523
ERR-2025-08349,Wrong FX rate applied to customer transaction - financial loss,Money Rates,SOLEMOS,People,Mark,Closed,Medium,Low,Medium,Tuesday,2025-12-02T08:54:04.000000,2025-12-02T09:35:04.000000,2025-12-02T17:34:47.767828,2025-12-02T18:32:47.767828
ERR-2025-08350,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,People,Scarlett Johansson,Closed,High,High,High,Wednesday,2025-12-24T14:51:13.000000,2025-12-24T15:33:13.000000,2025-12-24T19:39:02.825506,2025-12-24T20:25:02.825506
ERR-2025-08351,Wrong sort code entered - domestic payment routed to wrong bank,Domestic Payment,STP CAT,People,Jackie Chan,Closed,High,High,High,Thursday,2025-12-25T20:10:14.000000,2025-12-25T20:25:14.000000,2025-12-25T22:46:15.035017,2025-12-25T23:05:15.035017
ERR-2025-08352,FX rate applied before market open - incorrect indicative rate used,Money Rates,SOLEMOS,People,Kevin Hart,Closed,Critical,High,High,Wednesday,2025-12-10T17:09:05.000000,2025-12-10T18:05:05.000000,2025-12-10T20:38:15.314597,2025-12-10T21:26:15.314597
ERR-2025-08353,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,People,Mark,Closed,High,Medium,High,Thursday,2025-12-11T14:40:28.000000,2025-12-11T15:06:28.000000,2025-12-11T18:01:12.315102,2025-12-11T19:02:12.315102
ERR-2025-08354,Wrong payment details amended in Process X - error compounded,Proces X,SOLEMOS,People,Kevin Hart,Closed,High,High,High,Thursday,2025-12-11T16:33:44.000000,2025-12-11T17:52:44.000000,2025-12-11T23:09:47.362818,2025-12-11T23:57:47.362818
ERR-2025-08355,Domestic payment submitted twice - duplicate detected post-settlement,Domestic Payment,STP CAT,People,Dwayne Johnson,Closed,High,High,High,Friday,2025-12-05T08:23:35.000000,2025-12-05T08:46:35.000000,2025-12-05T11:21:45.254005,2025-12-05T12:10:45.254005
ERR-2025-08356,Wrong payment details amended in Process X - error compounded,Proces X,SOLEMOS,People,Kevin Hart,Closed,Medium,Medium,Medium,Wednesday,2025-12-24T12:03:55.000000,2025-12-24T12:16:55.000000,2025-12-24T23:26:52.907709,2025-12-25T00:45:52.907709
ERR-2025-08357,Payment applied to wrong customer account after name match failure,Basic Payment,STP CAT,People,Kevin Hart,In Progress,High,Medium,High,Thursday,2025-12-18T14:36:32.000000,2025-12-18T14:48:32.000000,,
ERR-2025-08358,Process X item duplicated after system timeout during save,Proces X,STP CAT,People,Kevin Hart,Closed,High,High,High,Friday,2025-12-26T19:47:58.000000,2025-12-26T20:53:58.000000,2025-12-27T02:23:51.405650,2025-12-27T02:43:51.405650
ERR-2025-08359,FX rate applied before market open - incorrect indicative rate used,Money Rates,SOLEMOS,People,Scarlett Johansson,Closed,Critical,Medium,High,Wednesday,2025-12-03T09:38:47.000000,2025-12-03T10:00:47.000000,2025-12-03T11:39:42.966933,2025-12-03T12:18:42.966933
ERR-2025-08360,Manual override applied in Process X without supervisor sign-off,Proces X,SOLEMOS,People,Jackie Chan,Closed,High,Medium,High,Tuesday,2025-12-16T15:56:46.000000,2025-12-16T16:17:46.000000,2025-12-16T19:36:48.052666,2025-12-16T19:54:48.052666
ERR-2025-08361,Payment instruction processed without customer authorisation,Basic Payment,STP CAT,People,Jackie Chan,Closed,High,Medium,High,Friday,2025-12-26T18:18:22.000000,2025-12-26T18:48:22.000000,2025-12-26T22:19:11.738709,2025-12-26T23:21:11.738709
ERR-2025-08362,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,People,Mark,Closed,Medium,Medium,Low,Monday,2025-12-29T15:01:07.000000,2025-12-29T15:55:07.000000,2025-12-30T11:57:28.922586,2025-12-30T13:21:28.922586
ERR-2025-08363,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,People,Dwayne Johnson,Closed,High,Medium,Medium,Wednesday,2025-12-24T13:01:18.000000,2025-12-24T13:15:18.000000,2025-12-24T16:01:20.403742,2025-12-24T16:32:20.403742
ERR-2025-08364,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,People,Dwayne Johnson,Closed,Medium,Medium,Low,Thursday,2025-12-18T03:34:01.000000,2025-12-18T04:34:01.000000,2025-12-18T20:35:52.687684,2025-12-18T21:50:52.687684
ERR-2025-08365,Process X item duplicated after system timeout during save,Proces X,SOLEMOS,People,Jackie Chan,Closed,High,High,High,Wednesday,2025-12-17T12:30:55.000000,2025-12-17T12:45:55.000000,2025-12-17T15:08:32.713783,2025-12-17T16:33:32.713783
ERR-2025-08366,Payment released from Process X to wrong processing queue,Proces X,SOLEMOS,People,Mark,Closed,High,High,High,Wednesday,2025-12-17T04:28:32.000000,2025-12-17T05:02:32.000000,2025-12-17T07:03:36.994721,2025-12-17T07:25:36.994721
ERR-2025-08367,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,People,Jackie Chan,Closed,Medium,Medium,Medium,Monday,2025-12-08T09:26:08.000000,2025-12-08T10:53:08.000000,2025-12-09T03:56:42.976312,2025-12-09T05:17:42.976312
ERR-2025-08368,Process X item closed without resolution - payment lost in queue,Proces X,STP CAT,People,Mark,Closed,High,High,High,Tuesday,2025-12-30T12:54:17.000000,2025-12-30T13:24:17.000000,2025-12-30T17:28:45.032873,2025-12-30T18:12:45.032873
ERR-2025-08369,Payment posted to wrong GL account - reconciliation discrepancy,Basic Payment,STP CAT,People,Jackie Chan,Closed,Critical,High,High,Monday,2025-12-15T11:46:33.000000,2025-12-15T12:14:33.000000,2025-12-15T14:34:21.860625,2025-12-15T15:58:21.860625
ERR-2025-08370,FX rate applied before market open - incorrect indicative rate used,Money Rates,SOLEMOS,People,Mark,Closed,High,High,High,Monday,2025-12-15T13:57:45.000000,2025-12-15T15:03:45.000000,2025-12-15T18:59:06.797765,2025-12-15T20:27:06.797765
ERR-2025-08371,Wrong IBAN updated during manual correction in Process X,Proces X,SOLEMOS,People,The Rock,Closed,High,High,High,Wednesday,2025-12-31T12:04:21.000000,2025-12-31T12:44:21.000000,2025-12-31T16:15:45.728127,2025-12-31T16:48:45.728127
ERR-2025-08372,Payment released from Process X to wrong processing queue,Proces X,SOLEMOS,People,Scarlett Johansson,Closed,Medium,Medium,Low,Wednesday,2025-12-31T05:33:16.000000,2025-12-31T06:47:16.000000,2026-01-01T04:17:58.316951,2026-01-01T05:45:58.316951
ERR-2025-08373,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,People,Dwayne Johnson,Closed,Medium,Low,Low,Wednesday,2025-12-03T20:10:17.000000,2025-12-03T21:28:17.000000,2025-12-04T13:32:44.599258,2025-12-04T14:02:44.599258
